subscription_id,user_id,plan_type,revenue,start_date
13456,6548,Quarterly,50,2024-06-29
13457,13478,Monthly,50,2023-02-27
13458,3443,Yearly,50,2024-02-06
13459,13897,Quarterly,,2023-05-17
13460,18318,Quarterly,50,2023-01-16
13461,16291,Monthly,400,2024-01-30
13462,7110,Yearly,120,2023-10-10
13463,27932,Monthly,400,2023-08-28
13464,9113,Quarterly,50,2023-08-17
13465,19842,Quarterly,400,2023-10-15
13466,5460,Yearly,120,2024-02-01
13467,26955,Yearly,400,2024-07-05
13468,6334,Yearly,120,2023-03-11
13469,10725,Yearly,400,2024-01-20
13470,28254,Yearly,,2024-03-04
13471,21248,Monthly,50,2024-07-19
13472,6175,Quarterly,400,2024-02-27
13473,11629,Yearly,50,2024-03-23
13474,27146,Yearly,400,2023-03-26
13475,3317,Monthly,400,2023-06-06
13476,16768,Monthly,120,2023-04-23
13477,28543,Quarterly,50,2024-03-22
13478,22917,Yearly,120,2023-05-20
13479,12527,Quarterly,400,2024-01-25
13480,14440,Quarterly,120,2024-03-22
13481,25196,Yearly,120,2023-10-30
13482,17155,Monthly,120,2023-07-15
13483,5201,Monthly,120,2023-06-30
13484,16963,Monthly,400,2023-03-02
13485,15087,Quarterly,120,2023-07-27
13486,25046,Yearly,120,2023-12-19
13487,23420,Monthly,400,2023-07-11
13488,22613,Monthly,400,2024-03-10
13489,232,Yearly,400,2023-02-09
13490,29129,Monthly,400,2024-08-15
13491,3086,Monthly,120,2023-10-12
13492,18813,Monthly,,2024-01-02
13493,20880,Quarterly,50,2024-08-18
13494,2708,Quarterly,120,2024-03-05
13495,14398,Quarterly,400,2023-03-24
13496,30883,Yearly,120,2023-01-16
13497,29701,Yearly,120,2023-10-14
13498,23271,Yearly,400,2023-04-12
13499,2220,Quarterly,,2023-11-15
13500,18012,Quarterly,120,2024-07-03
13501,13707,Yearly,120,2024-03-12
13502,6244,Quarterly,400,2023-11-01
13503,26600,Quarterly,50,2024-03-04
13504,11447,Quarterly,50,2024-07-30
13505,16439,Yearly,120,2023-04-18
13506,6947,Yearly,400,2024-01-01
13507,4044,Monthly,50,2023-08-29
13508,22944,Yearly,400,2023-06-23
13509,20337,Quarterly,400,2023-07-10
13510,9483,Monthly,120,2023-07-05
13511,21936,Monthly,400,2024-06-09
13512,29397,Monthly,400,2023-11-24
13513,23152,Yearly,400,2023-08-09
13514,28185,Quarterly,400,2023-12-04
13515,22772,Yearly,,2024-04-02
13516,9972,Yearly,120,2023-06-26
13517,3035,Yearly,400,2024-03-30
13518,8842,Monthly,50,2024-02-07
13519,16623,Yearly,,2023-01-13
13520,28444,Monthly,400,2024-03-15
13521,12607,Quarterly,400,2024-01-09
13522,9088,Monthly,120,2023-05-22
13523,29138,Monthly,50,2023-10-08
13524,11630,Monthly,50,2023-12-01
13525,13407,Monthly,50,2024-06-21
13526,11868,Yearly,400,2023-01-05
13527,19348,Monthly,400,2023-12-14
13528,15678,Quarterly,400,2023-07-07
13529,24658,Quarterly,50,2024-01-14
13530,21404,Quarterly,120,2023-03-15
13531,1178,Monthly,400,2024-04-03
13532,29608,Monthly,120,2023-02-20
13533,12883,Quarterly,50,2023-07-30
13534,4100,Yearly,50,2024-03-05
13535,24674,Yearly,400,2023-08-28
13536,19528,Monthly,120,2023-08-13
13537,24920,Monthly,400,2024-07-22
13538,22977,Monthly,50,2023-10-09
13539,14371,Quarterly,120,2023-06-25
13540,18162,Monthly,400,2023-06-25
13541,20662,Yearly,400,2023-06-02
13542,29607,Quarterly,50,2024-03-21
13543,4422,Yearly,50,2023-11-28
13544,5628,Monthly,400,2023-12-16
13545,9467,Monthly,400,2024-08-12
13546,29531,Quarterly,400,2024-03-16
13547,8257,Quarterly,400,2023-08-24
13548,9258,Monthly,50,2023-09-21
13549,6173,Quarterly,400,2023-11-04
13550,26556,Quarterly,400,2023-09-03
13551,17653,Quarterly,,2024-06-24
13552,4845,Yearly,400,2023-07-26
13553,13993,Monthly,50,2024-05-28
13554,6642,Yearly,400,2023-10-13
13555,8367,Quarterly,50,2023-04-08
13556,9372,Yearly,120,2024-04-30
13557,8768,Quarterly,120,2024-06-04
13558,10593,Yearly,50,2023-09-24
13559,18471,Yearly,120,2023-01-14
13560,29834,Monthly,50,2023-12-06
13561,23794,Quarterly,,2023-10-23
13562,13689,Yearly,50,2024-07-06
13563,30156,Yearly,50,2024-06-09
13564,26356,Quarterly,400,2023-01-01
13565,30760,Monthly,50,2023-11-27
13566,24823,Monthly,400,2023-12-15
13567,9003,Quarterly,120,2023-01-25
13568,25799,Quarterly,50,2023-08-16
13569,14898,Quarterly,120,2023-01-28
13570,20640,Yearly,400,2023-06-16
13571,14325,Monthly,120,2024-04-27
13572,21091,Monthly,400,2024-07-30
13573,339,Yearly,120,2024-02-24
13574,3762,Monthly,120,2024-05-20
13575,28809,Monthly,50,2024-07-30
13576,475,Yearly,400,2024-04-17
13577,22096,Yearly,50,2024-02-27
13578,8731,Yearly,50,2023-01-08
13579,11280,Monthly,50,2024-06-02
13580,5950,Monthly,120,2023-08-01
13581,4953,Monthly,400,2024-04-12
13582,487,Quarterly,50,2023-11-07
13583,6480,Monthly,50,2024-08-23
13584,15590,Monthly,120,2023-01-18
13585,6924,Yearly,,2023-12-16
13586,28246,Quarterly,50,2024-08-06
13587,24834,Quarterly,120,2023-08-30
13588,1850,Yearly,50,2024-01-20
13589,28033,Yearly,400,2023-01-07
13590,24279,Quarterly,120,2024-07-20
13591,15005,Quarterly,50,2024-03-13
13592,11852,Yearly,50,2023-09-01
13593,2911,Quarterly,50,2024-02-28
13594,16775,Monthly,50,2023-06-04
13595,19931,Yearly,400,2023-05-24
13596,17353,Monthly,400,2024-01-23
13597,26589,Yearly,50,2024-02-10
13598,2558,Yearly,50,2023-09-15
13599,17893,Quarterly,50,2023-08-12
13600,5189,Yearly,120,2023-11-08
13601,25191,Monthly,400,2023-11-08
13602,28281,Quarterly,120,2023-05-01
13603,15909,Quarterly,400,2024-01-31
13604,3897,Monthly,400,2024-06-25
13605,2530,Yearly,50,2023-06-10
13606,24343,Yearly,120,2023-04-28
13607,26873,Yearly,400,2023-12-23
13608,25839,Quarterly,50,2023-09-16
13609,27326,Monthly,400,2023-04-28
13610,5190,Yearly,50,2024-05-27
13611,17048,Quarterly,400,2024-02-11
13612,22365,Yearly,50,2024-04-18
13613,26669,Quarterly,120,2023-02-27
13614,30117,Monthly,120,2023-01-25
13615,8042,Yearly,400,2024-08-18
13616,24055,Monthly,400,2024-03-08
13617,24780,Monthly,120,2024-06-14
13618,29656,Quarterly,50,2023-11-05
13619,16942,Monthly,120,2024-08-09
13620,14923,Quarterly,400,2023-03-28
13621,26427,Monthly,120,2024-07-31
13622,959,Monthly,120,2024-01-29
13623,26127,Quarterly,50,2023-06-03
13624,29523,Yearly,400,2023-05-03
13625,20066,Monthly,50,2023-11-10
13626,26549,Quarterly,50,2024-01-04
13627,19071,Yearly,50,2023-12-17
13628,16091,Yearly,50,2023-11-13
13629,21418,Yearly,400,2023-09-19
13630,27267,Yearly,,2023-06-10
13631,28175,Yearly,50,2024-04-07
13632,2729,Quarterly,400,2024-08-15
13633,19713,Monthly,,2023-05-22
13634,6663,Monthly,,2023-02-06
13635,8703,Quarterly,,2024-05-24
13636,25427,Monthly,50,2023-10-26
13637,28251,Quarterly,50,2023-07-03
13638,14722,Yearly,50,2023-08-04
13639,10808,Yearly,50,2024-03-07
13640,16637,Monthly,50,2024-04-08
13641,13551,Monthly,50,2023-04-21
13642,6894,Monthly,,2023-07-13
13643,13171,Yearly,400,2024-03-20
13644,18995,Yearly,400,2023-12-28
13645,19948,Quarterly,50,2024-05-30
13646,25528,Monthly,400,2024-07-15
13647,7666,Yearly,50,2024-06-20
13648,11461,Monthly,50,2023-09-21
13649,25314,Quarterly,400,2023-07-01
13650,25441,Yearly,50,2023-03-24
13651,19180,Yearly,50,2023-09-10
13652,18874,Monthly,50,2023-03-18
13653,3749,Monthly,400,2023-04-17
13654,17553,Yearly,400,2023-02-06
13655,27766,Quarterly,,2024-03-06
13656,26800,Quarterly,120,2023-07-11
13657,12211,Monthly,50,2023-11-22
13658,19076,Monthly,400,2023-11-27
13659,19594,Monthly,120,2024-08-20
13660,25438,Monthly,50,2023-11-14
13661,10241,Quarterly,50,2024-08-10
13662,24639,Yearly,400,2023-03-10
13663,21797,Yearly,50,2023-08-18
13664,23252,Monthly,400,2023-11-03
13665,18060,Quarterly,50,2024-04-26
13666,19469,Monthly,50,2023-12-02
13667,22051,Monthly,120,2024-07-08
13668,19755,Quarterly,50,2024-01-27
13669,17028,Yearly,400,2023-10-02
13670,22516,Quarterly,50,2023-04-08
13671,14445,Quarterly,50,2023-08-18
13672,15526,Monthly,50,2023-07-19
13673,14850,Monthly,400,2024-06-17
13674,29508,Yearly,400,2023-03-14
13675,17662,Yearly,400,2023-04-26
13676,28328,Quarterly,50,2023-10-15
13677,25167,Yearly,50,2023-05-30
13678,29867,Yearly,120,2024-05-07
13679,4084,Quarterly,50,2023-11-14
13680,12428,Quarterly,50,2024-08-22
13681,21497,Quarterly,120,2023-02-09
13682,18854,Quarterly,,2024-01-30
13683,4261,Monthly,120,2024-06-27
13684,220,Yearly,400,2023-08-27
13685,8591,Yearly,120,2023-12-05
13686,20215,Quarterly,400,2023-11-28
13687,7104,Yearly,400,2023-04-19
13688,449,Monthly,120,2023-10-18
13689,7388,Monthly,120,2023-06-13
13690,25617,Monthly,50,2024-02-01
13691,377,Yearly,120,2023-08-15
13692,17938,Monthly,50,2023-07-15
13693,8414,Yearly,,2024-06-14
13694,24290,Monthly,120,2023-11-06
13695,19476,Monthly,50,2024-03-26
13696,27555,Yearly,400,2023-04-05
13697,11906,Monthly,120,2024-04-14
13698,24890,Quarterly,50,2024-07-06
13699,7456,Monthly,50,2023-01-03
13700,22498,Monthly,400,2023-04-19
13701,10204,Yearly,50,2023-04-26
13702,12335,Yearly,50,2023-03-14
13703,10325,Quarterly,120,2023-06-04
13704,26959,Yearly,400,2024-03-03
13705,20425,Monthly,50,2023-05-07
13706,25952,Quarterly,50,2024-01-04
13707,18134,Yearly,50,2023-09-29
13708,14831,Monthly,50,2024-05-16
13709,26498,Yearly,400,2024-03-10
13710,1157,Quarterly,120,2023-11-16
13711,19401,Monthly,120,2024-01-18
13712,14078,Quarterly,50,2023-01-11
13713,3085,Quarterly,120,2024-08-08
13714,20185,Quarterly,50,2023-02-17
13715,7407,Monthly,50,2024-06-28
13716,11522,Monthly,400,2023-06-08
13717,29669,Yearly,400,2023-05-08
13718,8381,Yearly,120,2024-08-02
13719,1426,Quarterly,120,2023-08-03
13720,19036,Yearly,400,2023-11-23
13721,15175,Yearly,50,2024-01-21
13722,5835,Yearly,50,2023-01-09
13723,20574,Quarterly,120,2023-03-21
13724,2691,Quarterly,400,2023-11-16
13725,29440,Quarterly,,2024-04-11
13726,4170,Yearly,50,2023-07-08
13727,19578,Monthly,120,2023-02-22
13728,8613,Monthly,50,2023-10-31
13729,30185,Monthly,50,2024-03-17
13730,3092,Quarterly,120,2023-08-05
13731,787,Yearly,400,2024-02-03
13732,25674,Yearly,50,2023-06-11
13733,15338,Quarterly,,2024-05-31
13734,21499,Monthly,120,2024-02-02
13735,19915,Monthly,,2023-12-30
13736,30120,Monthly,120,2024-08-07
13737,22933,Yearly,,2023-10-28
13738,29792,Yearly,120,2023-02-03
13739,20958,Monthly,50,2023-10-13
13740,12383,Monthly,120,2023-07-15
13741,10967,Yearly,50,2023-11-19
13742,23132,Yearly,50,2024-05-26
13743,10712,Quarterly,400,2023-07-05
13744,1014,Yearly,50,2023-07-11
13745,29211,Quarterly,50,2023-08-17
13746,21091,Monthly,400,2023-02-28
13747,17727,Quarterly,120,2024-01-28
13748,28833,Monthly,400,2023-03-24
13749,27152,Monthly,50,2024-06-30
13750,24330,Yearly,400,2023-05-14
13751,30794,Yearly,,2023-03-07
13752,29576,Yearly,400,2024-02-14
13753,24410,Monthly,400,2023-02-08
13754,8901,Quarterly,400,2023-08-07
13755,4710,Quarterly,120,2024-05-18
13756,7664,Yearly,50,2023-11-20
13757,28265,Yearly,50,2023-05-27
13758,21551,Quarterly,120,2024-04-11
13759,22715,Quarterly,,2024-08-02
13760,2233,Yearly,120,2024-04-22
13761,28746,Yearly,50,2023-12-13
13762,25436,Quarterly,400,2023-08-02
13763,21799,Quarterly,400,2024-01-17
13764,5163,Yearly,400,2024-08-23
13765,14332,Monthly,120,2024-08-19
13766,27862,Quarterly,120,2023-10-12
13767,23665,Yearly,400,2024-07-15
13768,6556,Quarterly,400,2024-06-04
13769,19125,Monthly,50,2024-03-31
13770,2950,Quarterly,50,2023-10-27
13771,7397,Quarterly,400,2024-08-15
13772,10824,Yearly,400,2024-04-12
13773,15190,Quarterly,120,2023-11-18
13774,16777,Monthly,50,2023-09-05
13775,23431,Yearly,400,2023-05-20
13776,14097,Quarterly,120,2023-12-01
13777,16761,Yearly,50,2024-07-24
13778,14073,Quarterly,120,2024-05-13
13779,22413,Quarterly,50,2024-06-03
13780,29431,Quarterly,50,2023-06-11
13781,19314,Yearly,400,2023-08-23
13782,22827,Monthly,50,2024-04-13
13783,28800,Yearly,120,2024-05-08
13784,3620,Yearly,400,2023-07-08
13785,5140,Quarterly,400,2024-05-07
13786,29588,Yearly,120,2024-03-06
13787,30229,Yearly,50,2023-10-30
13788,1399,Monthly,120,2023-09-04
13789,24563,Monthly,400,2023-10-19
13790,26995,Yearly,50,2023-08-09
13791,21538,Quarterly,120,2023-09-28
13792,4568,Quarterly,120,2023-02-25
13793,27774,Yearly,400,2024-05-09
13794,20384,Yearly,50,2024-05-07
13795,27992,Yearly,50,2023-03-22
13796,15019,Monthly,400,2023-02-19
13797,23874,Quarterly,120,2023-11-04
13798,30639,Quarterly,50,2024-05-20
13799,8375,Yearly,400,2023-02-11
13800,14236,Yearly,50,2024-02-06
13801,3664,Quarterly,120,2023-12-27
13802,28542,Quarterly,400,2024-04-29
13803,25411,Quarterly,50,2023-12-01
13804,118,Monthly,120,2024-02-23
13805,15252,Quarterly,400,2023-06-21
13806,21439,Yearly,,2024-03-27
13807,30024,Quarterly,120,2024-03-22
13808,16167,Quarterly,50,2023-03-24
13809,11712,Yearly,120,2024-02-23
13810,26925,Quarterly,50,2023-10-09
13811,6393,Yearly,120,2023-01-21
13812,7944,Yearly,400,2023-06-25
13813,25303,Monthly,400,2024-04-22
13814,16066,Monthly,50,2023-08-03
13815,14459,Monthly,50,2023-02-28
13816,24613,Quarterly,120,2023-02-19
13817,2856,Quarterly,120,2023-12-22
13818,26194,Monthly,50,2024-05-27
13819,24970,Monthly,50,2023-12-19
13820,18226,Yearly,50,2024-03-03
13821,28736,Yearly,120,2023-07-30
13822,315,Monthly,50,2023-02-23
13823,7305,Yearly,400,2024-05-15
13824,23835,Quarterly,400,2023-11-17
13825,25294,Yearly,50,2023-12-09
13826,11780,Monthly,50,2023-07-29
13827,11937,Quarterly,120,2023-04-03
13828,27084,Monthly,50,2024-03-13
13829,29708,Quarterly,50,2023-04-24
13830,29766,Quarterly,400,2023-11-21
13831,20466,Quarterly,50,2024-07-10
13832,18154,Quarterly,400,2024-05-15
13833,12312,Quarterly,50,2023-01-30
13834,1296,Monthly,50,2024-05-25
13835,16908,Monthly,120,2023-03-08
13836,18258,Monthly,400,2024-08-16
13837,14213,Monthly,120,2024-07-14
13838,4688,Yearly,50,2024-03-04
13839,26205,Monthly,400,2024-06-17
13840,20377,Quarterly,120,2023-04-15
13841,12670,Monthly,50,2023-05-05
13842,23610,Yearly,50,2024-07-10
13843,14340,Quarterly,50,2023-02-24
13844,19606,Quarterly,50,2023-06-16
13845,8672,Quarterly,50,2023-06-19
13846,15116,Quarterly,400,2023-04-16
13847,9044,Yearly,120,2023-10-07
13848,3599,Yearly,120,2023-11-08
13849,23148,Quarterly,50,2024-01-07
13850,23539,Yearly,50,2023-08-04
13851,3664,Quarterly,120,2023-10-11
13852,3162,Yearly,50,2023-12-17
13853,3782,Quarterly,120,2023-09-12
13854,1618,Monthly,120,2023-06-18
13855,30883,Yearly,120,2023-10-25
13856,6336,Yearly,120,2023-09-14
13857,14981,Yearly,120,2024-08-05
13858,21084,Monthly,50,2023-07-18
13859,30691,Monthly,120,2023-02-19
13860,783,Quarterly,400,2023-04-30
13861,4476,Yearly,50,2024-02-24
13862,28196,Quarterly,400,2023-10-23
13863,13449,Yearly,50,2024-04-18
13864,15069,Monthly,400,2023-11-08
13865,14935,Monthly,50,2023-12-25
13866,15268,Quarterly,120,2024-07-14
13867,21414,Monthly,120,2023-03-23
13868,2003,Quarterly,400,2023-09-18
13869,28047,Yearly,120,2023-11-13
13870,22759,Yearly,,2023-11-30
13871,6244,Quarterly,400,2024-06-08
13872,8000,Quarterly,50,2023-05-28
13873,3085,Yearly,50,2023-09-17
13874,30522,Monthly,50,2023-01-22
13875,27257,Yearly,120,2024-06-06
13876,19542,Monthly,120,2023-05-07
13877,7167,Yearly,50,2023-02-16
13878,256,Quarterly,,2024-05-09
13879,30235,Quarterly,50,2023-10-06
13880,16438,Yearly,120,2024-06-30
13881,21163,Monthly,400,2023-07-23
13882,3265,Monthly,120,2023-12-14
13883,17602,Quarterly,50,2023-08-25
13884,30341,Quarterly,400,2023-10-21
13885,3319,Yearly,50,2024-01-20
13886,8033,Yearly,120,2024-08-19
13887,30874,Yearly,50,2023-01-23
13888,27366,Quarterly,50,2024-07-21
13889,867,Monthly,,2024-02-25
13890,16536,Monthly,120,2023-06-12
13891,30381,Quarterly,120,2024-04-17
13892,23179,Quarterly,50,2023-11-30
13893,27839,Monthly,50,2024-07-05
13894,5276,Quarterly,50,2024-03-09
13895,30766,Monthly,400,2023-01-21
13896,17310,Quarterly,120,2024-02-22
13897,29545,Yearly,400,2023-08-15
13898,23455,Quarterly,400,2024-06-27
13899,28083,Yearly,120,2023-11-29
13900,30869,Quarterly,50,2024-06-26
13901,12003,Monthly,50,2024-06-27
13902,966,Monthly,50,2024-03-05
13903,5769,Monthly,50,2024-02-06
13904,2715,Monthly,120,2023-01-27
13905,10028,Monthly,50,2023-10-29
13906,19328,Monthly,50,2024-07-30
13907,15024,Quarterly,,2024-04-10
13908,20807,Monthly,120,2023-08-22
13909,29188,Quarterly,400,2023-03-18
13910,17577,Quarterly,50,2024-03-13
13911,17483,Quarterly,50,2023-01-05
13912,3160,Monthly,120,2024-07-08
13913,14438,Quarterly,400,2023-10-27
13914,30193,Monthly,400,2024-01-07
13915,21360,Yearly,120,2023-06-28
13916,12287,Quarterly,400,2023-01-02
13917,25699,Quarterly,120,2023-12-24
13918,12686,Quarterly,120,2024-07-03
13919,7456,Quarterly,120,2024-01-03
13920,10784,Monthly,400,2024-06-13
13921,10529,Monthly,50,2023-08-17
13922,16632,Yearly,120,2023-07-01
13923,5353,Yearly,400,2023-08-23
13924,23195,Monthly,120,2024-05-01
13925,5189,Quarterly,120,2024-08-22
13926,13951,Quarterly,120,2024-06-01
13927,25153,Monthly,120,2023-11-27
13928,10244,Monthly,50,2023-04-18
13929,27371,Yearly,50,2024-07-11
13930,15789,Yearly,50,2024-06-22
13931,17891,Yearly,120,2024-03-01
13932,28087,Quarterly,120,2024-07-04
13933,25804,Yearly,400,2024-04-25
13934,7288,Yearly,120,2023-12-04
13935,9287,Yearly,400,2024-01-29
13936,23312,Monthly,120,2024-02-23
13937,20994,Yearly,400,2023-10-21
13938,30521,Yearly,50,2023-08-20
13939,26760,Quarterly,400,2024-03-03
13940,18410,Monthly,400,2024-06-01
13941,21745,Yearly,400,2024-03-18
13942,22708,Quarterly,120,2023-06-23
13943,27972,Quarterly,50,2024-01-12
13944,6882,Yearly,,2023-06-29
13945,28785,Quarterly,50,2023-06-11
13946,4231,Yearly,50,2023-08-04
13947,4552,Yearly,120,2023-05-23
13948,1974,Quarterly,50,2023-03-11
13949,21918,Monthly,400,2024-04-23
13950,1254,Yearly,50,2023-03-14
13951,18410,Yearly,50,2023-08-27
13952,30786,Quarterly,50,2024-04-27
13953,26319,Yearly,120,2024-07-21
13954,7214,Monthly,120,2023-06-29
13955,21557,Monthly,120,2023-05-04
13956,6404,Quarterly,50,2023-03-18
13957,27531,Yearly,120,2023-09-15
13958,8600,Quarterly,120,2023-10-23
13959,14867,Quarterly,120,2024-03-01
13960,3317,Monthly,400,2024-06-01
13961,16732,Monthly,50,2023-10-18
13962,28933,Monthly,400,2024-02-29
13963,8135,Monthly,120,2023-09-15
13964,13512,Yearly,120,2024-07-20
13965,29289,Monthly,120,2024-06-16
13966,4095,Quarterly,50,2023-11-24
13967,18629,Monthly,120,2023-11-27
13968,9627,Yearly,120,2024-02-05
13969,15088,Yearly,50,2023-04-10
13970,6666,Yearly,120,2024-02-12
13971,18248,Quarterly,120,2023-03-21
13972,14084,Monthly,400,2023-09-28
13973,27607,Monthly,120,2023-10-12
13974,17973,Monthly,120,2024-08-20
13975,21771,Yearly,400,2024-01-01
13976,21428,Quarterly,120,2023-02-02
13977,4896,Quarterly,50,2023-05-21
13978,10162,Quarterly,50,2023-12-12
13979,30893,Yearly,400,2024-05-16
13980,14303,Quarterly,50,2024-04-01
13981,17645,Quarterly,50,2024-06-03
13982,15224,Yearly,50,2023-06-08
13983,4680,Yearly,,2024-01-05
13984,26960,Quarterly,400,2024-01-19
13985,2728,Yearly,400,2023-03-12
13986,2902,Quarterly,50,2023-12-08
13987,6806,Yearly,50,2024-07-07
13988,18098,Quarterly,50,2023-01-11
13989,10649,Quarterly,120,2023-12-16
13990,7126,Monthly,120,2023-08-25
13991,8161,Yearly,50,2023-09-25
13992,18085,Quarterly,400,2024-08-03
13993,21327,Quarterly,120,2024-03-04
13994,20402,Monthly,120,2023-06-24
13995,1332,Monthly,400,2023-08-13
13996,3815,Quarterly,400,2023-12-30
13997,7472,Quarterly,50,2024-05-16
13998,27298,Yearly,50,2023-02-23
13999,16722,Quarterly,120,2024-03-16
14000,22367,Yearly,120,2023-02-16
14001,2949,Monthly,,2023-10-01
14002,956,Monthly,50,2023-06-28
14003,5035,Monthly,120,2023-07-31
14004,27636,Monthly,120,2023-11-30
14005,45,Quarterly,50,2024-08-06
14006,8330,Quarterly,50,2024-01-01
14007,16891,Quarterly,400,2023-04-02
14008,1293,Yearly,400,2023-02-16
14009,17790,Yearly,50,2023-11-05
14010,1958,Quarterly,50,2023-07-25
14011,28278,Yearly,120,2023-06-28
14012,19430,Quarterly,120,2024-07-04
14013,27591,Quarterly,50,2023-07-22
14014,28363,Quarterly,50,2023-07-28
14015,20993,Monthly,400,2024-04-22
14016,9063,Yearly,50,2024-08-11
14017,24018,Yearly,120,2024-01-13
14018,9866,Yearly,400,2024-06-10
14019,28827,Monthly,120,2024-02-22
14020,21325,Monthly,50,2024-05-31
14021,12388,Quarterly,50,2023-12-13
14022,9774,Quarterly,120,2023-12-28
14023,28440,Monthly,50,2023-04-04
14024,3562,Quarterly,50,2024-08-21
14025,24720,Quarterly,400,2023-11-07
14026,10442,Quarterly,50,2023-12-02
14027,24458,Yearly,120,2024-06-25
14028,5936,Quarterly,120,2023-01-23
14029,14410,Quarterly,50,2023-05-08
14030,2775,Monthly,120,2024-05-10
14031,7012,Yearly,400,2023-05-21
14032,7636,Monthly,50,2023-07-23
14033,25203,Yearly,400,2023-03-07
14034,28694,Yearly,400,2024-06-29
14035,6156,Monthly,120,2024-02-08
14036,525,Monthly,120,2023-01-10
14037,29225,Quarterly,50,2024-02-02
14038,18568,Yearly,50,2023-12-12
14039,8895,Quarterly,120,2023-10-22
14040,4021,Yearly,400,2023-12-02
14041,180,Monthly,120,2024-01-01
14042,9889,Quarterly,50,2023-05-04
14043,5524,Monthly,120,2023-02-09
14044,19038,Quarterly,400,2024-02-14
14045,18317,Yearly,400,2024-07-02
14046,4073,Quarterly,400,2023-06-27
14047,15753,Monthly,50,2023-04-03
14048,21091,Yearly,400,2023-05-18
14049,30870,Yearly,120,2023-08-27
14050,11413,Monthly,400,2023-05-07
14051,25138,Yearly,120,2023-12-10
14052,25066,Quarterly,400,2024-04-15
14053,28579,Yearly,120,2023-05-05
14054,1642,Yearly,120,2024-04-17
14055,26219,Quarterly,120,2023-04-10
14056,29442,Quarterly,50,2023-10-17
14057,29647,Yearly,50,2024-01-09
14058,9324,Yearly,400,2023-10-29
14059,5864,Monthly,50,2023-01-08
14060,2338,Quarterly,400,2023-09-16
14061,13114,Yearly,400,2023-09-17
14062,8813,Quarterly,120,2023-04-01
14063,19979,Monthly,50,2023-05-03
14064,24237,Monthly,50,2024-03-16
14065,28473,Yearly,50,2023-02-05
14066,1123,Monthly,50,2023-03-24
14067,108,Yearly,120,2023-07-03
14068,7065,Yearly,400,2023-03-16
14069,23155,Quarterly,400,2023-06-25
14070,21372,Yearly,120,2023-03-17
14071,19840,Quarterly,50,2024-04-10
14072,2367,Monthly,50,2023-07-31
14073,25614,Monthly,120,2024-03-17
14074,4447,Yearly,,2023-10-03
14075,27722,Monthly,400,2024-04-30
14076,12298,Yearly,50,2023-04-08
14077,24426,Quarterly,400,2023-02-04
14078,30323,Quarterly,120,2023-01-13
14079,9027,Yearly,120,2024-03-11
14080,21256,Yearly,120,2023-01-19
14081,23320,Yearly,400,2023-03-04
14082,23787,Monthly,400,2024-03-10
14083,3550,Yearly,400,2023-05-18
14084,11077,Quarterly,120,2023-11-10
14085,6458,Yearly,400,2023-04-13
14086,10321,Yearly,400,2023-06-21
14087,28172,Yearly,50,2023-08-04
14088,26806,Quarterly,50,2023-02-27
14089,3539,Monthly,50,2024-03-17
14090,19279,Yearly,50,2023-11-18
14091,21010,Monthly,50,2024-03-10
14092,19026,Yearly,120,2023-01-04
14093,17299,Monthly,50,2023-12-02
14094,12026,Monthly,,2023-12-21
14095,7444,Quarterly,400,2023-09-15
14096,20073,Quarterly,50,2023-09-09
14097,16692,Quarterly,400,2024-01-26
14098,10863,Yearly,50,2023-07-20
14099,10124,Quarterly,400,2024-05-30
14100,6946,Monthly,50,2023-04-03
14101,5522,Yearly,120,2023-08-10
14102,6437,Monthly,50,2023-04-29
14103,29806,Quarterly,400,2024-07-13
14104,13979,Quarterly,50,2023-08-02
14105,846,Quarterly,120,2024-08-22
14106,13727,Quarterly,120,2023-03-30
14107,22564,Quarterly,400,2023-12-06
14108,18406,Quarterly,400,2023-06-28
14109,29633,Yearly,,2023-11-10
14110,19496,Yearly,50,2024-05-21
14111,18203,Monthly,50,2024-03-06
14112,28591,Monthly,50,2024-04-11
14113,10919,Monthly,50,2023-01-19
14114,13656,Quarterly,120,2024-08-11
14115,27029,Monthly,400,2024-01-29
14116,26151,Yearly,120,2024-06-12
14117,29452,Yearly,120,2024-01-02
14118,8327,Monthly,50,2023-03-25
14119,28265,Monthly,50,2023-05-02
14120,7521,Monthly,120,2024-06-21
14121,1704,Monthly,400,2024-02-19
14122,3442,Yearly,400,2024-01-02
14123,4036,Monthly,120,2023-07-27
14124,17455,Monthly,50,2023-12-28
14125,4146,Yearly,120,2024-02-10
14126,15705,Quarterly,50,2024-07-28
14127,2000,Quarterly,50,2023-11-30
14128,21166,Yearly,50,2024-03-08
14129,22606,Quarterly,400,2023-06-15
14130,22448,Quarterly,50,2024-03-12
14131,2452,Quarterly,50,2023-02-28
14132,14597,Yearly,120,2023-03-29
14133,18567,Yearly,50,2023-07-08
14134,5580,Yearly,120,2023-04-23
14135,17464,Yearly,50,2023-02-06
14136,24492,Quarterly,400,2023-04-24
14137,20159,Yearly,120,2024-07-28
14138,26862,Monthly,50,2024-02-09
14139,5216,Yearly,120,2023-05-24
14140,24454,Monthly,400,2023-07-23
14141,25951,Yearly,120,2023-11-02
14142,505,Quarterly,50,2023-05-17
14143,26882,Monthly,50,2024-02-05
14144,7883,Yearly,,2023-04-15
